Supplier,Domain,Product,Catalog #,Type,Band #,MW (kDa),Total Bands,Display Color,Color Hex,Relative Intensity,Reference Band,GenePad Ladder ID,Product URL,PDF
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",5,40,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",6,55,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",7,70,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",8,100,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",9,140,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",10,170,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",11,250,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
Lonza,lonza.com (shop: bioscience.lonza.com),ProSieve QuadColor Protein Marker  (CURRENT),**00193837** (Lonza internal ID `000000000000193837`),"**Prestained, 4-color** (four different dyes)",12,300,12,blue,#2563eb,1,false,protein-lonza-prosieve-quadcolor-protein-marker-current,https://bioscience.lonza.com/lonza_bs/US/en/Electrophoresis/p/000000000000193837/ProSieve-QuadColor-Protein-Marker,`Lonza_ProSieveQuadColorProteinMarker_Instructions.pdf`
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",1,15,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",2,25,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",3,35,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",4,50,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",5,75,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",6,100,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",7,150,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),ColorBurst Electrophoresis Marker,C1992,"Prestained (blue/colored, ready-to-use)",8,220,8,unknown,,,,,https://www.sigmaaldrich.com/US/en/product/sigma/c1992 (could not scrape — timed out),Product Information Sheet expected at https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/documents/102/829/c1992pis.pdf (unreachable)
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,1,10,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,2,17,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,3,25,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,4,35,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,5,48,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,6,65,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,7,85,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,8,110,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,9,140,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),"Prestained Protein Marker, Broad Range (Sigma / Novex-style)","M0531 (Prestained Protein Marker, recombinant)",Prestained,10,180,10,blue,#2563eb,1,false,protein-milliporesigma-prestained-protein-marker-broad-range-sigma-novex-style,https://www.sigmaaldrich.com/US/en/product/sigma/m0531 (timed out),PI sheet unreachable
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",1,14.4,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",2,20.1,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",3,30,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",4,43,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",5,67,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",6,94,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",7,160,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",8,220,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",9,440,10,unknown,,,,,,
MilliporeSigma,https://www.sigmaaldrich.com (also https://www.emdmillipore.com),GE/Amersham / Cytiva HMW & LMW Calibration Kits (distributed by Sigma),"HMW-CEF / CFA (HMW Calibration Kit), LMW-CEF / CFA (LMW Calibration Kit) — also MWGF200 (HMW), MWGF100 (LMW)","Unstained (size-exclusion / SDS-PAGE calibration standards, natural)",10,669,10,unknown,,,,,,
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),1,10,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),2,15,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),3,20,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),4,25,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),5,35,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),6,50,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),7,70,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),8,100,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),9,120,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),10,150,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Unstained Protein Standard, Broad Range (10–200 kDa)",P7717 (NEB # P7717; direct replacement of legacy P7706/P7708 lines),Unstained (pure recombinant proteins),11,200,11,unknown,,,,,https://www.neb.com/en-us/products/p7717-unstained-protein-standard-broad-range-10-200-kda,pdfs/NEB_P7717_Unstained_COA.pdf (lot-specific; ~100 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",1,11,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",2,17,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",3,25,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",4,35,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",5,50,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",6,70,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",7,90,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",8,130,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",9,170,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",10,220,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Blue Prestained Protein Standard, Broad Range (11–250 kDa)","P7718 (direct replacement of legacy NEB# P7706, 11–190 kDa)","Prestained (blue; covalently coupled blue chromophore, recombinant)",11,250,11,blue,#2563eb,1,false,protein-newenglandbiolabs-blue-prestained-protein-standard-broad-range-11-250-kda,https://www.neb.com/en-us/products/p7718-blue-prestained-protein-standard-broad-range-11-250-kda,pdfs/NEB_P7718_BluePrestained_COA.pdf (~68 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Color Prestained Protein Standard, Broad Range (10–250 kDa)",P7719,"Prestained multicolor (recombinant, multi-chromophore)",1,10,11,blue,#2563eb,1,false,protein-newenglandbiolabs-color-prestained-protein-standard-broad-range-10-250-kda,https://www.neb.com/en-us/products/p7719-color-prestained-protein-standard-broad-range-10-250-kda,pdfs/NEB_P7719_ColorPrestained_COA.pdf (~104 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Color Prestained Protein Standard, Broad Range (10–250 kDa)",P7719,"Prestained multicolor (recombinant, multi-chromophore)",2,15,11,blue,#2563eb,1,false,protein-newenglandbiolabs-color-prestained-protein-standard-broad-range-10-250-kda,https://www.neb.com/en-us/products/p7719-color-prestained-protein-standard-broad-range-10-250-kda,pdfs/NEB_P7719_ColorPrestained_COA.pdf (~104 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Color Prestained Protein Standard, Broad Range (10–250 kDa)",P7719,"Prestained multicolor (recombinant, multi-chromophore)",3,25,11,blue,#2563eb,1,false,protein-newenglandbiolabs-color-prestained-protein-standard-broad-range-10-250-kda,https://www.neb.com/en-us/products/p7719-color-prestained-protein-standard-broad-range-10-250-kda,pdfs/NEB_P7719_ColorPrestained_COA.pdf (~104 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Color Prestained Protein Standard, Broad Range (10–250 kDa)",P7719,"Prestained multicolor (recombinant, multi-chromophore)",4,35,11,blue,#2563eb,1,false,protein-newenglandbiolabs-color-prestained-protein-standard-broad-range-10-250-kda,https://www.neb.com/en-us/products/p7719-color-prestained-protein-standard-broad-range-10-250-kda,pdfs/NEB_P7719_ColorPrestained_COA.pdf (~104 KB)
NewEnglandBiolabs,https://www.neb.com (product pages 301-redirect to neb.cn in this environment; both reachable via curl),"Color Prestained Protein Standard, Broad Range (10–250 kDa)",P7719,"Prestained multicolor (recombinant, multi-chromophore)",5,50,11,blue,#2563eb,1,false,protein-newenglandbiolabs-color-prestained-protein-standard-broad-range-10-250-kda,https://www.neb.com/en-us/products/p7719-color-prestained-protein-standard-broad-range-10-250-kda,pdfs/NEB_P7719_ColorPrestained_COA.pdf (~104 KB)
