Supplier,Domain,Product,Catalog #,Type,Band #,MW (kDa),Total Bands,Display Color,Color Hex,Relative Intensity,Reference Band,GenePad Ladder ID,Product URL,PDF
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",1,3.5,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",2,5,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",3,10,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",4,15,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",5,25,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",6,35,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",7,40,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",8,55,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",9,70,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",10,100,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",11,130,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",12,180,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Plus Protein Marker,PR5013-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",13,245,13,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",1,10,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",2,15,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",3,25,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",4,35,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",5,40,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",6,55,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",7,70,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",8,100,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",9,130,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",10,180,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Extended Range Protein Marker,PR5012-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",11,245,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",1,10,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",2,15,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",3,25,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",4,35,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",5,40,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",6,55,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",7,70,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",8,100,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",9,130,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ Tri-Color Protein Marker,PR5010-TC (2 × 250 µl),"Prestained, three-color (Tri-Color)",10,180,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,"Accuris_PR5000TC_Manual.pdf, Accuris_PR5000_series_Brochure.pdf"
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",1,10,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",2,15,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",3,20,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",4,25,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",5,35,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",6,40,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",7,55,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",8,70,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",9,100,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",10,130,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Plus Protein Marker,PR5011-BL (2 × 250 µl),"Prestained, single blue chromophore",11,180,11,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",1,10,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",2,15,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",3,25,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",4,35,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",5,40,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",6,55,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",7,70,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",8,100,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",9,130,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Accuris,accuris-usa.com,SmartCheck™ All Blue Regular Range Protein Marker,PR5010-BL (2 × 250 µl),"Prestained, single blue chromophore",10,180,10,unknown,,,,,https://accuris-usa.com/Products/smartcheck-protein-markers/,Accuris_PR5000_series_Brochure.pdf
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",1,5,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",2,10,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",3,15,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",4,25,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",5,35,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",6,40,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",7,55,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",8,70,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",9,100,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",10,130,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",11,180,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Azura-Genomics,azuragenomics.com,PureView™ Prestained Protein Ladder,"AZ-1141 (1 × 500 µl), AZ-1142 (2 × 500 µl), AZ-1142-2 (4 × 500 µl)","Ready-to-use prestained protein ladder, three-color (tricolor) protein standard",12,245,12,unknown,,,,,https://www.azuragenomics.com/products/pureview-prestained-protein-ladder,"Azura_PureView_AZ1141_manual.pdf, Azura_ladders_product_sheet.pdf"
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),1,10,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),2,15,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),3,20,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),4,25,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),5,37,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),6,50,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),7,75,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),8,100,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),9,150,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein All Blue Standards,1610373 (also 1610374 value pack / 1610393 mini-pack family),Prestained (All Blue; 10 blue-stained recombinant proteins),10,250,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-all-blue-standards,https://www.bio-rad.com/en-us/sku/1610373-precision-plus-protein-all-blue-standards,pdfs/BioRad_AllBlue_1610373_manual.pdf ✓ (downloaded via browser)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),1,10,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),2,15,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),3,20,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),4,25,10,pink,#ec4899,1.55,true,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
Bio-Rad,https://www.bio-rad.com,Precision Plus Protein Dual Color Standards,1610374,Prestained Dual Color (8 blue + 2 pink reference bands),5,37,10,blue,#2563eb,1,false,protein-bio-rad-precision-plus-protein-dual-color-standards,https://www.bio-rad.com/en-us/sku/1610374-precision-plus-protein-dual-color-standards,- Instruction Manual https://www.bio-rad.com/webroot/web/pdf/lsr/literature/4110025.pdf (403 — not saved)
